"No.","Time","Source","Destination","Protocol","Length","Info"
"14483","72.110345","192.168.43.165","192.168.43.159","TCP","54","5001  >  56914 [ACK] Seq=5324388 Ack=5335976 Win=65536 Len=0"
"14484","72.118892","192.168.43.165","192.168.43.159","TCP","1514","5001  >  56914 [ACK] Seq=5324388 Ack=5335976 Win=65536 Len=1460"
"14485","72.119110","192.168.43.165","192.168.43.159","TCP","1514","5001  >  56914 [ACK] Seq=5325848 Ack=5335976 Win=65536 Len=1460"
"14486","72.119110","192.168.43.165","192.168.43.159","TCP","229","5001  >  56914 [PSH, ACK] Seq=5327308 Ack=5335976 Win=65536 Len=175"
"14487","72.119264","192.168.43.159","192.168.43.165","TCP","54","56914  >  5001 [ACK] Seq=5335976 Ack=5327483 Win=131328 Len=0"
"14488","72.122192","192.168.43.159","192.168.43.165","TCP","1514","56914  >  5001 [ACK] Seq=5335976 Ack=5327483 Win=131328 Len=1460"
"14489","72.122192","192.168.43.159","192.168.43.165","TCP","1514","56914  >  5001 [ACK] Seq=5337436 Ack=5327483 Win=131328 Len=1460"
"14490","72.122192","192.168.43.159","192.168.43.165","TCP","230","56914  >  5001 [PSH, ACK] Seq=5338896 Ack=5327483 Win=131328 Len=176"
"14491","72.132274","192.168.43.165","192.168.43.159","TCP","54","5001  >  56914 [ACK] Seq=5327483 Ack=5339072 Win=65536 Len=0"
"14493","72.149711","192.168.43.165","192.168.43.159","TCP","1514","5001  >  56914 [ACK] Seq=5327483 Ack=5339072 Win=65536 Len=1460"
"14494","72.150962","192.168.43.165","192.168.43.159","TCP","1514","5001  >  56914 [ACK] Seq=5328943 Ack=5339072 Win=65536 Len=1460"
"14495","72.150962","192.168.43.165","192.168.43.159","TCP","229","5001  >  56914 [PSH, ACK] Seq=5330403 Ack=5339072 Win=65536 Len=175"
"14496","72.151050","192.168.43.159","192.168.43.165","TCP","54","56914  >  5001 [ACK] Seq=5339072 Ack=5330578 Win=131328 Len=0"
"14497","72.153506","192.168.43.159","192.168.43.165","TCP","1514","56914  >  5001 [ACK] Seq=5339072 Ack=5330578 Win=131328 Len=1460"
"14498","72.153506","192.168.43.159","192.168.43.165","TCP","1514","56914  >  5001 [ACK] Seq=5340532 Ack=5330578 Win=131328 Len=1460"
"14499","72.153506","192.168.43.159","192.168.43.165","TCP","230","56914  >  5001 [PSH, ACK] Seq=5341992 Ack=5330578 Win=131328 Len=176"
"14500","72.156298","192.168.43.165","192.168.43.159","TCP","54","5001  >  56914 [ACK] Seq=5330578 Ack=5341992 Win=65536 Len=0"
"14502","72.178964","192.168.43.165","192.168.43.159","TCP","1514","5001  >  56914 [ACK] Seq=5330578 Ack=5342168 Win=65280 Len=1460"
"14503","72.179415","192.168.43.165","192.168.43.159","TCP","1514","5001  >  56914 [ACK] Seq=5332038 Ack=5342168 Win=65280 Len=1460"
"14504","72.179415","192.168.43.165","192.168.43.159","TCP","229","5001  >  56914 [PSH, ACK] Seq=5333498 Ack=5342168 Win=65280 Len=175"
"14505","72.179475","192.168.43.159","192.168.43.165","TCP","54","56914  >  5001 [ACK] Seq=5342168 Ack=5333673 Win=131328 Len=0"
"14507","72.182326","192.168.43.159","192.168.43.165","TCP","1514","56914  >  5001 [ACK] Seq=5342168 Ack=5333673 Win=131328 Len=1460"
"14508","72.182326","192.168.43.159","192.168.43.165","TCP","1514","56914  >  5001 [ACK] Seq=5343628 Ack=5333673 Win=131328 Len=1460"
"14509","72.182326","192.168.43.159","192.168.43.165","TCP","230","56914  >  5001 [PSH, ACK] Seq=5345088 Ack=5333673 Win=131328 Len=176"
"14510","72.206184","192.168.43.165","192.168.43.159","TCP","54","5001  >  56914 [ACK] Seq=5333673 Ack=5345264 Win=65536 Len=0"
"14511","72.211668","192.168.43.165","192.168.43.159","TCP","1514","5001  >  56914 [ACK] Seq=5333673 Ack=5345264 Win=65536 Len=1460"
"14512","72.212057","192.168.43.165","192.168.43.159","TCP","1514","5001  >  56914 [ACK] Seq=5335133 Ack=5345264 Win=65536 Len=1460"
"14513","72.212057","192.168.43.165","192.168.43.159","TCP","229","5001  >  56914 [PSH, ACK] Seq=5336593 Ack=5345264 Win=65536 Len=175"
"14514","72.212122","192.168.43.159","192.168.43.165","TCP","54","56914  >  5001 [ACK] Seq=5345264 Ack=5336768 Win=131328 Len=0"
"14515","72.214541","192.168.43.159","192.168.43.165","TCP","1514","56914  >  5001 [ACK] Seq=5345264 Ack=5336768 Win=131328 Len=1460"
"14516","72.214541","192.168.43.159","192.168.43.165","TCP","1514","56914  >  5001 [ACK] Seq=5346724 Ack=5336768 Win=131328 Len=1460"
"14517","72.214541","192.168.43.159","192.168.43.165","TCP","230","56914  >  5001 [PSH, ACK] Seq=5348184 Ack=5336768 Win=131328 Len=176"
"14518","72.216760","192.168.43.165","192.168.43.159","TCP","54","5001  >  56914 [ACK] Seq=5336768 Ack=5348360 Win=65536 Len=0"
"14520","72.229376","192.168.43.165","192.168.43.159","TCP","1514","5001  >  56914 [ACK] Seq=5336768 Ack=5348360 Win=65536 Len=1460"
"14521","72.229816","192.168.43.165","192.168.43.159","TCP","1514","5001  >  56914 [ACK] Seq=5338228 Ack=5348360 Win=65536 Len=1460"
"14522","72.229816","192.168.43.165","192.168.43.159","TCP","229","5001  >  56914 [PSH, ACK] Seq=5339688 Ack=5348360 Win=65536 Len=175"
"14523","72.229875","192.168.43.159","192.168.43.165","TCP","54","56914  >  5001 [ACK] Seq=5348360 Ack=5339863 Win=131328 Len=0"
"14524","72.232269","192.168.43.159","192.168.43.165","TCP","1514","56914  >  5001 [ACK] Seq=5348360 Ack=5339863 Win=131328 Len=1460"
"14525","72.232269","192.168.43.159","192.168.43.165","TCP","1514","56914  >  5001 [ACK] Seq=5349820 Ack=5339863 Win=131328 Len=1460"
"14526","72.232269","192.168.43.159","192.168.43.165","TCP","230","56914  >  5001 [PSH, ACK] Seq=5351280 Ack=5339863 Win=131328 Len=176"
"14527","72.254141","192.168.43.165","192.168.43.159","TCP","54","5001  >  56914 [ACK] Seq=5339863 Ack=5351456 Win=65536 Len=0"
"14528","72.257975","192.168.43.165","192.168.43.159","TCP","1514","5001  >  56914 [ACK] Seq=5339863 Ack=5351456 Win=65536 Len=1460"
"14529","72.258187","192.168.43.165","192.168.43.159","TCP","1514","5001  >  56914 [ACK] Seq=5341323 Ack=5351456 Win=65536 Len=1460"
"14530","72.258187","192.168.43.165","192.168.43.159","TCP","229","5001  >  56914 [PSH, ACK] Seq=5342783 Ack=5351456 Win=65536 Len=175"
"14531","72.258258","192.168.43.159","192.168.43.165","TCP","54","56914  >  5001 [ACK] Seq=5351456 Ack=5342958 Win=131328 Len=0"
"14532","72.260597","192.168.43.159","192.168.43.165","TCP","1514","56914  >  5001 [ACK] Seq=5351456 Ack=5342958 Win=131328 Len=1460"
"14533","72.260597","192.168.43.159","192.168.43.165","TCP","1514","56914  >  5001 [ACK] Seq=5352916 Ack=5342958 Win=131328 Len=1460"
"14534","72.260597","192.168.43.159","192.168.43.165","TCP","230","56914  >  5001 [PSH, ACK] Seq=5354376 Ack=5342958 Win=131328 Len=176"
"14535","72.264718","192.168.43.165","192.168.43.159","TCP","54","5001  >  56914 [ACK] Seq=5342958 Ack=5354552 Win=65536 Len=0"
"14536","72.275233","192.168.43.165","192.168.43.159","TCP","1514","5001  >  56914 [ACK] Seq=5342958 Ack=5354552 Win=65536 Len=1460"
"14537","72.275610","192.168.43.165","192.168.43.159","TCP","1514","5001  >  56914 [ACK] Seq=5344418 Ack=5354552 Win=65536 Len=1460"
"14538","72.275610","192.168.43.165","192.168.43.159","TCP","229","5001  >  56914 [PSH, ACK] Seq=5345878 Ack=5354552 Win=65536 Len=175"
"14539","72.275690","192.168.43.159","192.168.43.165","TCP","54","56914  >  5001 [ACK] Seq=5354552 Ack=5346053 Win=131328 Len=0"
"14540","72.278893","192.168.43.159","192.168.43.165","TCP","1514","56914  >  5001 [ACK] Seq=5354552 Ack=5346053 Win=131328 Len=1460"
"14541","72.278893","192.168.43.159","192.168.43.165","TCP","1514","56914  >  5001 [ACK] Seq=5356012 Ack=5346053 Win=131328 Len=1460"
"14542","72.278893","192.168.43.159","192.168.43.165","TCP","230","56914  >  5001 [PSH, ACK] Seq=5357472 Ack=5346053 Win=131328 Len=176"
"14543","72.283576","192.168.43.165","192.168.43.159","TCP","54","5001  >  56914 [ACK] Seq=5346053 Ack=5357648 Win=65536 Len=0"
"14544","72.288356","192.168.43.165","192.168.43.159","TCP","1514","5001  >  56914 [ACK] Seq=5346053 Ack=5357648 Win=65536 Len=1460"
"14545","72.288796","192.168.43.165","192.168.43.159","TCP","1514","5001  >  56914 [ACK] Seq=5347513 Ack=5357648 Win=65536 Len=1460"
"14546","72.288796","192.168.43.165","192.168.43.159","TCP","229","5001  >  56914 [PSH, ACK] Seq=5348973 Ack=5357648 Win=65536 Len=175"
"14547","72.288892","192.168.43.159","192.168.43.165","TCP","54","56914  >  5001 [ACK] Seq=5357648 Ack=5349148 Win=131328 Len=0"
"14548","72.293102","192.168.43.159","192.168.43.165","TCP","1514","56914  >  5001 [ACK] Seq=5357648 Ack=5349148 Win=131328 Len=1460"
"14549","72.293102","192.168.43.159","192.168.43.165","TCP","1514","56914  >  5001 [ACK] Seq=5359108 Ack=5349148 Win=131328 Len=1460"
"14550","72.293102","192.168.43.159","192.168.43.165","TCP","230","56914  >  5001 [PSH, ACK] Seq=5360568 Ack=5349148 Win=131328 Len=176"
"14551","72.300106","192.168.43.165","192.168.43.159","TCP","54","5001  >  56914 [ACK] Seq=5349148 Ack=5360744 Win=65536 Len=0"
"14552","72.303567","192.168.43.165","192.168.43.159","TCP","1514","5001  >  56914 [ACK] Seq=5349148 Ack=5360744 Win=65536 Len=1460"
"14553","72.303956","192.168.43.165","192.168.43.159","TCP","1514","5001  >  56914 [ACK] Seq=5350608 Ack=5360744 Win=65536 Len=1460"
"14554","72.303956","192.168.43.165","192.168.43.159","TCP","229","5001  >  56914 [PSH, ACK] Seq=5352068 Ack=5360744 Win=65536 Len=175"
"14555","72.304026","192.168.43.159","192.168.43.165","TCP","54","56914  >  5001 [ACK] Seq=5360744 Ack=5352243 Win=131328 Len=0"
"14556","72.308417","192.168.43.159","192.168.43.165","TCP","1514","56914  >  5001 [ACK] Seq=5360744 Ack=5352243 Win=131328 Len=1460"
"14557","72.308417","192.168.43.159","192.168.43.165","TCP","1514","56914  >  5001 [ACK] Seq=5362204 Ack=5352243 Win=131328 Len=1460"
"14558","72.308417","192.168.43.159","192.168.43.165","TCP","230","56914  >  5001 [PSH, ACK] Seq=5363664 Ack=5352243 Win=131328 Len=176"
"14559","72.335771","192.168.43.159","192.168.43.165","TCP","1514","[TCP Retransmission] 56914  >  5001 [PSH, ACK] Seq=5362380 Ack=5352243 Win=131328 Len=1460"
"14560","72.363758","192.168.43.165","192.168.43.159","TCP","54","5001  >  56914 [ACK] Seq=5352243 Ack=5363664 Win=65536 Len=0"
"14561","72.363758","192.168.43.165","192.168.43.159","TCP","1514","5001  >  56914 [ACK] Seq=5352243 Ack=5363840 Win=65280 Len=1460"
"14562","72.363758","192.168.43.165","192.168.43.159","TCP","1514","5001  >  56914 [ACK] Seq=5353703 Ack=5363840 Win=65280 Len=1460"
"14563","72.363758","192.168.43.165","192.168.43.159","TCP","229","5001  >  56914 [PSH, ACK] Seq=5355163 Ack=5363840 Win=65280 Len=175"
"14564","72.363758","192.168.43.165","192.168.43.159","TCP","66","[TCP Dup ACK 14561#1] 5001  >  56914 [ACK] Seq=5355338 Ack=5363840 Win=65280 Len=0 SLE=5362380 SRE=5363840"
"14565","72.363886","192.168.43.159","192.168.43.165","TCP","54","56914  >  5001 [ACK] Seq=5363840 Ack=5355338 Win=131328 Len=0"
"14566","72.366925","192.168.43.159","192.168.43.165","TCP","1514","56914  >  5001 [ACK] Seq=5363840 Ack=5355338 Win=131328 Len=1460"
"14567","72.366925","192.168.43.159","192.168.43.165","TCP","1514","56914  >  5001 [ACK] Seq=5365300 Ack=5355338 Win=131328 Len=1460"
"14568","72.366925","192.168.43.159","192.168.43.165","TCP","230","56914  >  5001 [PSH, ACK] Seq=5366760 Ack=5355338 Win=131328 Len=176"
"14569","72.369662","192.168.43.165","192.168.43.159","TCP","54","5001  >  56914 [ACK] Seq=5355338 Ack=5366936 Win=65536 Len=0"
"14570","72.383011","192.168.43.165","192.168.43.159","TCP","1514","5001  >  56914 [ACK] Seq=5355338 Ack=5366936 Win=65536 Len=1460"
"14571","72.383431","192.168.43.165","192.168.43.159","TCP","1514","5001  >  56914 [ACK] Seq=5356798 Ack=5366936 Win=65536 Len=1460"
"14572","72.383431","192.168.43.165","192.168.43.159","TCP","229","5001  >  56914 [PSH, ACK] Seq=5358258 Ack=5366936 Win=65536 Len=175"
"14573","72.383492","192.168.43.159","192.168.43.165","TCP","54","56914  >  5001 [ACK] Seq=5366936 Ack=5358433 Win=131328 Len=0"
"14574","72.386167","192.168.43.159","192.168.43.165","TCP","1514","56914  >  5001 [ACK] Seq=5366936 Ack=5358433 Win=131328 Len=1460"
"14575","72.386167","192.168.43.159","192.168.43.165","TCP","1514","56914  >  5001 [ACK] Seq=5368396 Ack=5358433 Win=131328 Len=1460"
"14576","72.386167","192.168.43.159","192.168.43.165","TCP","230","56914  >  5001 [PSH, ACK] Seq=5369856 Ack=5358433 Win=131328 Len=176"
"14577","72.389085","192.168.43.165","192.168.43.159","TCP","54","5001  >  56914 [ACK] Seq=5358433 Ack=5370032 Win=65536 Len=0"
"14578","72.413746","192.168.43.165","192.168.43.159","TCP","1514","5001  >  56914 [ACK] Seq=5358433 Ack=5370032 Win=65536 Len=1460"
"14579","72.414618","192.168.43.165","192.168.43.159","TCP","1514","5001  >  56914 [ACK] Seq=5359893 Ack=5370032 Win=65536 Len=1460"
"14580","72.414618","192.168.43.165","192.168.43.159","TCP","229","5001  >  56914 [PSH, ACK] Seq=5361353 Ack=5370032 Win=65536 Len=175"
"14581","72.414734","192.168.43.159","192.168.43.165","TCP","54","56914  >  5001 [ACK] Seq=5370032 Ack=5361528 Win=131328 Len=0"
"14582","72.417991","192.168.43.159","192.168.43.165","TCP","1514","56914  >  5001 [ACK] Seq=5370032 Ack=5361528 Win=131328 Len=1460"
"14583","72.417991","192.168.43.159","192.168.43.165","TCP","1514","56914  >  5001 [ACK] Seq=5371492 Ack=5361528 Win=131328 Len=1460"
"14584","72.417991","192.168.43.159","192.168.43.165","TCP","230","56914  >  5001 [PSH, ACK] Seq=5372952 Ack=5361528 Win=131328 Len=176"
"14585","72.420505","192.168.43.165","192.168.43.159","TCP","54","5001  >  56914 [ACK] Seq=5361528 Ack=5372952 Win=65536 Len=0"
"14586","72.428753","192.168.43.165","192.168.43.159","TCP","1514","5001  >  56914 [ACK] Seq=5361528 Ack=5373128 Win=65280 Len=1460"
"14587","72.429081","192.168.43.165","192.168.43.159","TCP","1514","5001  >  56914 [ACK] Seq=5362988 Ack=5373128 Win=65280 Len=1460"
"14588","72.429081","192.168.43.165","192.168.43.159","TCP","229","5001  >  56914 [PSH, ACK] Seq=5364448 Ack=5373128 Win=65280 Len=175"
"14589","72.429158","192.168.43.159","192.168.43.165","TCP","54","56914  >  5001 [ACK] Seq=5373128 Ack=5364623 Win=131328 Len=0"
"14590","72.432341","192.168.43.159","192.168.43.165","TCP","1514","56914  >  5001 [ACK] Seq=5373128 Ack=5364623 Win=131328 Len=1460"
"14591","72.432341","192.168.43.159","192.168.43.165","TCP","1514","56914  >  5001 [ACK] Seq=5374588 Ack=5364623 Win=131328 Len=1460"
"14592","72.432341","192.168.43.159","192.168.43.165","TCP","230","56914  >  5001 [PSH, ACK] Seq=5376048 Ack=5364623 Win=131328 Len=176"
"14593","72.434869","192.168.43.165","192.168.43.159","TCP","54","5001  >  56914 [ACK] Seq=5364623 Ack=5376224 Win=65536 Len=0"
"14594","72.445043","192.168.43.165","192.168.43.159","TCP","1514","5001  >  56914 [ACK] Seq=5364623 Ack=5376224 Win=65536 Len=1460"
"14595","72.445582","192.168.43.165","192.168.43.159","TCP","1514","5001  >  56914 [ACK] Seq=5366083 Ack=5376224 Win=65536 Len=1460"
"14596","72.445582","192.168.43.165","192.168.43.159","TCP","229","5001  >  56914 [PSH, ACK] Seq=5367543 Ack=5376224 Win=65536 Len=175"
"14597","72.445663","192.168.43.159","192.168.43.165","TCP","54","56914  >  5001 [ACK] Seq=5376224 Ack=5367718 Win=131328 Len=0"
"14598","72.448047","192.168.43.159","192.168.43.165","TCP","1514","56914  >  5001 [ACK] Seq=5376224 Ack=5367718 Win=131328 Len=1460"
"14599","72.448047","192.168.43.159","192.168.43.165","TCP","1514","56914  >  5001 [ACK] Seq=5377684 Ack=5367718 Win=131328 Len=1460"
"14600","72.448047","192.168.43.159","192.168.43.165","TCP","230","56914  >  5001 [PSH, ACK] Seq=5379144 Ack=5367718 Win=131328 Len=176"
"14601","72.450342","192.168.43.165","192.168.43.159","TCP","54","5001  >  56914 [ACK] Seq=5367718 Ack=5379320 Win=65536 Len=0"
"14602","72.460524","192.168.43.165","192.168.43.159","TCP","1514","5001  >  56914 [ACK] Seq=5367718 Ack=5379320 Win=65536 Len=1460"
"14603","72.460849","192.168.43.165","192.168.43.159","TCP","1514","5001  >  56914 [ACK] Seq=5369178 Ack=5379320 Win=65536 Len=1460"
"14604","72.460849","192.168.43.165","192.168.43.159","TCP","229","5001  >  56914 [PSH, ACK] Seq=5370638 Ack=5379320 Win=65536 Len=175"
"14605","72.460917","192.168.43.159","192.168.43.165","TCP","54","56914  >  5001 [ACK] Seq=5379320 Ack=5370813 Win=131328 Len=0"
"14606","72.463323","192.168.43.159","192.168.43.165","TCP","1514","56914  >  5001 [ACK] Seq=5379320 Ack=5370813 Win=131328 Len=1460"
"14607","72.463323","192.168.43.159","192.168.43.165","TCP","1514","56914  >  5001 [ACK] Seq=5380780 Ack=5370813 Win=131328 Len=1460"
"14608","72.463323","192.168.43.159","192.168.43.165","TCP","230","56914  >  5001 [PSH, ACK] Seq=5382240 Ack=5370813 Win=131328 Len=176"
"14609","72.466578","192.168.43.165","192.168.43.159","TCP","54","5001  >  56914 [ACK] Seq=5370813 Ack=5382416 Win=65536 Len=0"
"14610","72.479592","192.168.43.165","192.168.43.159","TCP","1514","5001  >  56914 [ACK] Seq=5370813 Ack=5382416 Win=65536 Len=1460"
"14611","72.479968","192.168.43.165","192.168.43.159","TCP","1514","5001  >  56914 [ACK] Seq=5372273 Ack=5382416 Win=65536 Len=1460"
"14612","72.479968","192.168.43.165","192.168.43.159","TCP","229","5001  >  56914 [PSH, ACK] Seq=5373733 Ack=5382416 Win=65536 Len=175"
"14613","72.480030","192.168.43.159","192.168.43.165","TCP","54","56914  >  5001 [ACK] Seq=5382416 Ack=5373908 Win=131328 Len=0"
"14614","72.482607","192.168.43.159","192.168.43.165","TCP","1514","56914  >  5001 [ACK] Seq=5382416 Ack=5373908 Win=131328 Len=1460"
"14615","72.482607","192.168.43.159","192.168.43.165","TCP","1514","56914  >  5001 [ACK] Seq=5383876 Ack=5373908 Win=131328 Len=1460"
"14616","72.482607","192.168.43.159","192.168.43.165","TCP","230","56914  >  5001 [PSH, ACK] Seq=5385336 Ack=5373908 Win=131328 Len=176"
"14617","72.489834","192.168.43.165","192.168.43.159","TCP","54","5001  >  56914 [ACK] Seq=5373908 Ack=5385512 Win=65536 Len=0"
"14618","72.492953","192.168.43.165","192.168.43.159","TCP","1514","5001  >  56914 [ACK] Seq=5373908 Ack=5385512 Win=65536 Len=1460"
"14619","72.495091","192.168.43.165","192.168.43.159","TCP","1514","5001  >  56914 [ACK] Seq=5375368 Ack=5385512 Win=65536 Len=1460"
"14620","72.495091","192.168.43.165","192.168.43.159","TCP","229","5001  >  56914 [PSH, ACK] Seq=5376828 Ack=5385512 Win=65536 Len=175"
"14621","72.495166","192.168.43.159","192.168.43.165","TCP","54","56914  >  5001 [ACK] Seq=5385512 Ack=5377003 Win=131328 Len=0"
"14622","72.497969","192.168.43.159","192.168.43.165","TCP","1514","56914  >  5001 [ACK] Seq=5385512 Ack=5377003 Win=131328 Len=1460"
"14623","72.497969","192.168.43.159","192.168.43.165","TCP","1514","56914  >  5001 [ACK] Seq=5386972 Ack=5377003 Win=131328 Len=1460"
"14624","72.497969","192.168.43.159","192.168.43.165","TCP","230","56914  >  5001 [PSH, ACK] Seq=5388432 Ack=5377003 Win=131328 Len=176"
"14625","72.505492","192.168.43.165","192.168.43.159","TCP","54","5001  >  56914 [ACK] Seq=5377003 Ack=5388608 Win=65536 Len=0"
"14626","72.509148","192.168.43.165","192.168.43.159","TCP","1514","5001  >  56914 [ACK] Seq=5377003 Ack=5388608 Win=65536 Len=1460"
"14627","72.509148","192.168.43.165","192.168.43.159","TCP","1514","5001  >  56914 [ACK] Seq=5378463 Ack=5388608 Win=65536 Len=1460"
"14628","72.509148","192.168.43.165","192.168.43.159","TCP","229","5001  >  56914 [PSH, ACK] Seq=5379923 Ack=5388608 Win=65536 Len=175"
"14629","72.509271","192.168.43.159","192.168.43.165","TCP","54","56914  >  5001 [ACK] Seq=5388608 Ack=5380098 Win=131328 Len=0"
"14630","72.512872","192.168.43.159","192.168.43.165","TCP","1514","56914  >  5001 [ACK] Seq=5388608 Ack=5380098 Win=131328 Len=1460"
"14631","72.512872","192.168.43.159","192.168.43.165","TCP","1514","56914  >  5001 [ACK] Seq=5390068 Ack=5380098 Win=131328 Len=1460"
"14632","72.512872","192.168.43.159","192.168.43.165","TCP","230","56914  >  5001 [PSH, ACK] Seq=5391528 Ack=5380098 Win=131328 Len=176"
"14633","72.523368","192.168.43.165","192.168.43.159","TCP","54","5001  >  56914 [ACK] Seq=5380098 Ack=5391704 Win=65536 Len=0"
"14634","72.539143","192.168.43.165","192.168.43.159","TCP","1514","5001  >  56914 [ACK] Seq=5380098 Ack=5391704 Win=65536 Len=1460"
"14635","72.539594","192.168.43.165","192.168.43.159","TCP","1514","5001  >  56914 [ACK] Seq=5381558 Ack=5391704 Win=65536 Len=1460"
"14636","72.539594","192.168.43.165","192.168.43.159","TCP","229","5001  >  56914 [PSH, ACK] Seq=5383018 Ack=5391704 Win=65536 Len=175"
"14637","72.539704","192.168.43.159","192.168.43.165","TCP","54","56914  >  5001 [ACK] Seq=5391704 Ack=5383193 Win=131328 Len=0"
"14638","72.542222","192.168.43.159","192.168.43.165","TCP","1514","56914  >  5001 [ACK] Seq=5391704 Ack=5383193 Win=131328 Len=1460"
"14639","72.542222","192.168.43.159","192.168.43.165","TCP","1514","56914  >  5001 [ACK] Seq=5393164 Ack=5383193 Win=131328 Len=1460"
"14640","72.542222","192.168.43.159","192.168.43.165","TCP","230","56914  >  5001 [PSH, ACK] Seq=5394624 Ack=5383193 Win=131328 Len=176"
"14641","72.544944","192.168.43.165","192.168.43.159","TCP","54","5001  >  56914 [ACK] Seq=5383193 Ack=5394800 Win=65536 Len=0"
"14642","72.555510","192.168.43.165","192.168.43.159","TCP","1514","5001  >  56914 [ACK] Seq=5383193 Ack=5394800 Win=65536 Len=1460"
"14643","72.555970","192.168.43.165","192.168.43.159","TCP","1514","5001  >  56914 [ACK] Seq=5384653 Ack=5394800 Win=65536 Len=1460"
"14644","72.555970","192.168.43.165","192.168.43.159","TCP","229","5001  >  56914 [PSH, ACK] Seq=5386113 Ack=5394800 Win=65536 Len=175"
"14645","72.556117","192.168.43.159","192.168.43.165","TCP","54","56914  >  5001 [ACK] Seq=5394800 Ack=5386288 Win=131328 Len=0"
"14646","72.558922","192.168.43.159","192.168.43.165","TCP","1514","56914  >  5001 [ACK] Seq=5394800 Ack=5386288 Win=131328 Len=1460"
"14647","72.558922","192.168.43.159","192.168.43.165","TCP","1514","56914  >  5001 [ACK] Seq=5396260 Ack=5386288 Win=131328 Len=1460"
"14648","72.558922","192.168.43.159","192.168.43.165","TCP","230","56914  >  5001 [PSH, ACK] Seq=5397720 Ack=5386288 Win=131328 Len=176"
"14649","72.562262","192.168.43.165","192.168.43.159","TCP","54","5001  >  56914 [ACK] Seq=5386288 Ack=5397720 Win=65536 Len=0"
"14650","72.571809","192.168.43.165","192.168.43.159","TCP","1514","5001  >  56914 [ACK] Seq=5386288 Ack=5397896 Win=65280 Len=1460"
"14651","72.571809","192.168.43.165","192.168.43.159","TCP","1514","5001  >  56914 [ACK] Seq=5387748 Ack=5397896 Win=65280 Len=1460"
"14652","72.571809","192.168.43.165","192.168.43.159","TCP","229","5001  >  56914 [PSH, ACK] Seq=5389208 Ack=5397896 Win=65280 Len=175"
"14653","72.571951","192.168.43.159","192.168.43.165","TCP","54","56914  >  5001 [ACK] Seq=5397896 Ack=5389383 Win=131328 Len=0"
"14654","72.576640","192.168.43.159","192.168.43.165","TCP","1514","56914  >  5001 [ACK] Seq=5397896 Ack=5389383 Win=131328 Len=1460"
"14655","72.576640","192.168.43.159","192.168.43.165","TCP","1514","56914  >  5001 [ACK] Seq=5399356 Ack=5389383 Win=131328 Len=1460"
"14656","72.576640","192.168.43.159","192.168.43.165","TCP","230","56914  >  5001 [PSH, ACK] Seq=5400816 Ack=5389383 Win=131328 Len=176"
"14657","72.584031","192.168.43.165","192.168.43.159","TCP","54","5001  >  56914 [ACK] Seq=5389383 Ack=5400816 Win=65536 Len=0"
"14658","72.607305","192.168.43.165","192.168.43.159","TCP","1514","5001  >  56914 [ACK] Seq=5389383 Ack=5400992 Win=65280 Len=1460"
"14659","72.607305","192.168.43.165","192.168.43.159","TCP","1514","5001  >  56914 [ACK] Seq=5390843 Ack=5400992 Win=65280 Len=1460"
"14660","72.607305","192.168.43.165","192.168.43.159","TCP","229","5001  >  56914 [PSH, ACK] Seq=5392303 Ack=5400992 Win=65280 Len=175"
"14661","72.607587","192.168.43.159","192.168.43.165","TCP","54","56914  >  5001 [ACK] Seq=5400992 Ack=5392478 Win=131328 Len=0"
"14662","72.610292","192.168.43.159","192.168.43.165","TCP","1514","56914  >  5001 [ACK] Seq=5400992 Ack=5392478 Win=131328 Len=1460"
"14663","72.610292","192.168.43.159","192.168.43.165","TCP","1514","56914  >  5001 [ACK] Seq=5402452 Ack=5392478 Win=131328 Len=1460"
"14664","72.610292","192.168.43.159","192.168.43.165","TCP","230","56914  >  5001 [PSH, ACK] Seq=5403912 Ack=5392478 Win=131328 Len=176"
"14665","72.616302","192.168.43.165","192.168.43.159","TCP","54","5001  >  56914 [ACK] Seq=5392478 Ack=5404088 Win=65536 Len=0"
"14666","72.618590","192.168.43.165","192.168.43.159","TCP","1514","5001  >  56914 [ACK] Seq=5392478 Ack=5404088 Win=65536 Len=1460"
"14667","72.618590","192.168.43.165","192.168.43.159","TCP","1514","5001  >  56914 [ACK] Seq=5393938 Ack=5404088 Win=65536 Len=1460"
"14668","72.618590","192.168.43.165","192.168.43.159","TCP","229","5001  >  56914 [PSH, ACK] Seq=5395398 Ack=5404088 Win=65536 Len=175"
"14669","72.618712","192.168.43.159","192.168.43.165","TCP","54","56914  >  5001 [ACK] Seq=5404088 Ack=5395573 Win=131328 Len=0"
"14670","72.621256","192.168.43.159","192.168.43.165","TCP","1514","56914  >  5001 [ACK] Seq=5404088 Ack=5395573 Win=131328 Len=1460"
"14671","72.621256","192.168.43.159","192.168.43.165","TCP","1514","56914  >  5001 [ACK] Seq=5405548 Ack=5395573 Win=131328 Len=1460"
"14672","72.621256","192.168.43.159","192.168.43.165","TCP","230","56914  >  5001 [PSH, ACK] Seq=5407008 Ack=5395573 Win=131328 Len=176"
"14673","72.624461","192.168.43.165","192.168.43.159","TCP","54","5001  >  56914 [ACK] Seq=5395573 Ack=5407008 Win=65536 Len=0"
"14674","72.633183","192.168.43.165","192.168.43.159","TCP","1514","5001  >  56914 [ACK] Seq=5395573 Ack=5407184 Win=65280 Len=1460"
